STATION,NAME,DATE,HLY-WIND-1STDIR,HLY-WIND-1STPCT,HLY-WIND-2NDDIR,HLY-WIND-2NDPCT,HLY-WIND-AVGSPD,HLY-WIND-PCTCLM,HLY-WIND-VCTDIR,HLY-WIND-VCTSPD,YEAR,MONTH,DAY,HOUR
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T16:00:00,7,692,8,213,21.5,0,276,19.9,2010,6,13,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T17:00:00,7,713,8,181,21.2,0,275,19.6,2010,6,13,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T18:00:00,7,705,8,195,20,0,276,18.7,2010,6,13,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T19:00:00,7,680,8,217,18.1,0,276,16.8,2010,6,13,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T20:00:00,7,645,8,237,16.4,2,277,15.2,2010,6,13,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T21:00:00,7,647,8,239,15.3,2,276,14.1,2010,6,13,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T22:00:00,7,616,8,268,14.2,2,276,13,2010,6,13,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-13T23:00:00,7,586,8,265,13.1,11,275,11.9,2010,6,13,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T00:00:00,7,593,8,271,12.6,11,274,11.3,2010,6,14,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T01:00:00,7,577,8,246,11.5,22,273,10.3,2010,6,14,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T02:00:00,7,570,8,219,11,27,271,9.8,2010,6,14,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T03:00:00,7,592,8,205,10.6,38,272,9.5,2010,6,14,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T04:00:00,7,572,8,193,10,31,269,8.9,2010,6,14,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T05:00:00,7,559,8,177,9.3,60,268,8.2,2010,6,14,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T06:00:00,7,491,8,197,8.9,100,269,7.8,2010,6,14,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T07:00:00,7,419,8,184,8.9,116,273,7.1,2010,6,14,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T08:00:00,7,342,8,185,9.7,47,283,6.2,2010,6,14,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T09:00:00,7,334,2,226,11,7,289,6.4,2010,6,14,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T10:00:00,7,348,8,223,12.2,9,292,8,2010,6,14,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T11:00:00,7,429,8,243,14.1,11,288,10.7,2010,6,14,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T12:00:00,7,501,8,298,16.7,7,284,14,2010,6,14,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T13:00:00,7,546,8,308,18.8,2,282,16.5,2010,6,14,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T14:00:00,7,614,8,271,20.5,0,280,18.6,2010,6,14,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T15:00:00,7,654,8,234,21.4,0,278,19.5,2010,6,14,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T16:00:00,7,675,8,223,21.3,0,276,19.6,2010,6,14,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T17:00:00,7,706,8,186,20.9,0,275,19.3,2010,6,14,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T18:00:00,7,697,8,197,19.8,0,276,18.4,2010,6,14,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T19:00:00,7,670,8,224,17.9,0,276,16.6,2010,6,14,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T20:00:00,7,631,8,246,16.3,2,277,15,2010,6,14,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T21:00:00,7,630,8,246,15.2,2,276,13.9,2010,6,14,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T22:00:00,7,616,8,265,14.2,2,275,13,2010,6,14,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-14T23:00:00,7,581,8,267,12.9,11,275,11.7,2010,6,14,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T00:00:00,7,587,8,264,12.4,11,274,11.1,2010,6,15,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T01:00:00,7,566,8,252,11.3,27,273,10.2,2010,6,15,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T02:00:00,7,558,8,225,10.8,31,271,9.6,2010,6,15,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T03:00:00,7,585,8,210,10.4,42,272,9.4,2010,6,15,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T04:00:00,7,564,8,202,9.9,40,269,8.7,2010,6,15,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T05:00:00,7,545,8,180,9.1,67,267,8,2010,6,15,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T06:00:00,7,483,8,203,8.7,111,268,7.6,2010,6,15,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T07:00:00,7,388,8,181,8.6,127,273,6.7,2010,6,15,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T08:00:00,7,327,8,177,9.5,47,284,5.8,2010,6,15,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T09:00:00,7,319,2,239,10.8,7,291,6.1,2010,6,15,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T10:00:00,7,333,8,214,12.1,9,294,7.7,2010,6,15,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T11:00:00,7,404,8,247,14,11,290,10.4,2010,6,15,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T12:00:00,7,475,8,312,16.6,7,285,13.8,2010,6,15,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T13:00:00,7,534,8,317,18.7,2,283,16.3,2010,6,15,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T14:00:00,7,604,8,284,20.3,0,281,18.4,2010,6,15,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T15:00:00,7,639,8,254,21.3,0,278,19.4,2010,6,15,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T16:00:00,7,658,8,238,21.3,0,277,19.5,2010,6,15,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T17:00:00,7,688,8,209,20.9,0,276,19.3,2010,6,15,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T18:00:00,7,683,8,215,19.6,0,276,18.3,2010,6,15,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T19:00:00,7,660,8,237,17.8,0,277,16.5,2010,6,15,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T20:00:00,7,633,8,252,16.2,2,278,14.9,2010,6,15,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T21:00:00,7,616,8,265,15.3,0,276,14,2010,6,15,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T22:00:00,7,623,8,273,14.2,2,276,13.1,2010,6,15,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-15T23:00:00,7,569,8,281,12.8,11,276,11.7,2010,6,15,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T00:00:00,7,580,8,266,12.4,11,274,11.1,2010,6,16,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T01:00:00,7,549,8,268,11.2,27,274,10.1,2010,6,16,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T02:00:00,7,549,8,237,10.8,27,271,9.6,2010,6,16,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T03:00:00,7,574,8,224,10.4,42,273,9.3,2010,6,16,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T04:00:00,7,555,8,214,9.8,40,270,8.7,2010,6,16,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T05:00:00,7,539,8,189,9.1,67,267,8,2010,6,16,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T06:00:00,7,464,8,212,8.7,105,268,7.5,2010,6,16,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T07:00:00,7,377,8,185,8.5,131,274,6.6,2010,6,16,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T08:00:00,7,316,8,184,9.5,51,285,5.8,2010,6,16,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T09:00:00,7,309,2,238,10.7,7,292,6.1,2010,6,16,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T10:00:00,7,322,8,214,12.1,9,295,7.7,2010,6,16,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T11:00:00,7,403,8,245,14,11,290,10.4,2010,6,16,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T12:00:00,7,466,8,315,16.6,7,286,13.8,2010,6,16,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T13:00:00,7,529,8,319,18.6,2,283,16.2,2010,6,16,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T14:00:00,7,595,8,283,20.2,0,280,18.2,2010,6,16,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T15:00:00,7,634,8,259,21.3,0,278,19.4,2010,6,16,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T16:00:00,7,643,8,245,21.3,0,277,19.5,2010,6,16,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T17:00:00,7,673,8,214,20.9,0,276,19.3,2010,6,16,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T18:00:00,7,659,8,231,19.7,0,277,18.2,2010,6,16,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T19:00:00,7,651,8,236,17.9,0,277,16.5,2010,6,16,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T20:00:00,7,617,8,251,16.1,2,277,14.7,2010,6,16,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T21:00:00,7,611,8,260,15.2,0,276,13.9,2010,6,16,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T22:00:00,7,611,8,283,14.2,2,276,13,2010,6,16,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-16T23:00:00,7,569,8,281,12.8,9,276,11.6,2010,6,16,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T00:00:00,7,578,8,260,12.4,11,274,11.1,2010,6,17,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T01:00:00,7,555,8,258,11.2,22,273,10,2010,6,17,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T02:00:00,7,551,8,240,10.7,29,271,9.5,2010,6,17,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T03:00:00,7,570,8,226,10.4,36,272,9.3,2010,6,17,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T04:00:00,7,554,8,208,9.8,38,270,8.7,2010,6,17,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T05:00:00,7,553,8,181,9.2,58,267,8,2010,6,17,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T06:00:00,7,468,8,214,8.8,102,268,7.6,2010,6,17,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T07:00:00,7,374,8,189,8.6,129,273,6.7,2010,6,17,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T08:00:00,7,313,8,184,9.6,47,284,5.8,2010,6,17,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T09:00:00,7,300,2,240,10.8,7,292,6.1,2010,6,17,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T10:00:00,7,316,8,209,12.1,9,294,7.5,2010,6,17,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T11:00:00,7,398,8,236,13.9,9,290,10.1,2010,6,17,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T12:00:00,7,457,8,316,16.4,7,286,13.5,2010,6,17,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T13:00:00,7,530,8,312,18.4,2,283,15.9,2010,6,17,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T14:00:00,7,584,8,290,20,0,281,18,2010,6,17,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T15:00:00,7,622,8,263,21.1,0,278,19.2,2010,6,17,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T16:00:00,7,641,8,242,21.2,0,277,19.3,2010,6,17,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T17:00:00,7,671,8,216,20.8,0,276,19.2,2010,6,17,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T18:00:00,7,647,8,241,19.6,0,277,18.2,2010,6,17,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T19:00:00,7,646,8,241,17.7,0,277,16.3,2010,6,17,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T20:00:00,7,602,8,271,16,2,277,14.7,2010,6,17,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T21:00:00,7,599,8,272,15.1,0,277,13.8,2010,6,17,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T22:00:00,7,611,8,283,14,2,276,12.8,2010,6,17,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-17T23:00:00,7,569,8,277,12.6,11,275,11.4,2010,6,17,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T00:00:00,7,583,8,260,12.3,11,274,11,2010,6,18,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T01:00:00,7,556,8,266,11,24,274,9.9,2010,6,18,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T02:00:00,7,534,8,254,10.5,31,272,9.3,2010,6,18,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T03:00:00,7,564,8,231,10.2,38,272,9,2010,6,18,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T04:00:00,7,552,8,211,9.7,38,270,8.6,2010,6,18,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T05:00:00,7,548,8,184,9,64,267,7.9,2010,6,18,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T06:00:00,7,461,8,218,8.6,107,268,7.4,2010,6,18,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T07:00:00,7,365,8,192,8.4,133,273,6.5,2010,6,18,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T08:00:00,7,303,8,187,9.4,49,285,5.6,2010,6,18,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T09:00:00,7,284,2,242,10.6,7,294,5.8,2010,6,18,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T10:00:00,7,295,8,211,11.9,7,296,7.2,2010,6,18,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T11:00:00,7,376,8,245,13.7,11,290,9.9,2010,6,18,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T12:00:00,7,443,8,323,16.2,9,286,13.4,2010,6,18,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T13:00:00,7,522,8,317,18.1,2,284,15.8,2010,6,18,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T14:00:00,7,567,8,304,19.9,0,281,17.9,2010,6,18,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T15:00:00,7,605,8,280,21,0,279,19.2,2010,6,18,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T16:00:00,7,633,8,252,21.2,0,277,19.3,2010,6,18,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T17:00:00,7,663,8,229,20.8,0,276,19.2,2010,6,18,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T18:00:00,7,640,8,254,19.6,0,277,18.2,2010,6,18,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T19:00:00,7,638,8,249,17.6,0,277,16.2,2010,6,18,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T20:00:00,7,597,8,288,15.9,2,278,14.6,2010,6,18,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T21:00:00,7,580,8,294,15,0,277,13.7,2010,6,18,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T22:00:00,7,590,8,302,13.8,4,277,12.6,2010,6,18,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-18T23:00:00,7,555,8,289,12.5,13,276,11.3,2010,6,18,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T00:00:00,7,574,8,276,12.2,14,275,10.9,2010,6,19,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T01:00:00,7,539,8,279,10.8,29,274,9.7,2010,6,19,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T02:00:00,7,511,8,272,10.2,36,272,9,2010,6,19,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T03:00:00,7,541,8,251,10,40,273,8.8,2010,6,19,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T04:00:00,7,546,8,215,9.6,40,270,8.4,2010,6,19,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T05:00:00,7,538,8,194,8.9,67,267,7.7,2010,6,19,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T06:00:00,7,452,8,233,8.5,102,268,7.2,2010,6,19,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T07:00:00,7,348,8,205,8.2,140,273,6.3,2010,6,19,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T08:00:00,7,277,8,204,9.2,58,285,5.4,2010,6,19,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T09:00:00,7,270,2,235,10.4,7,295,5.7,2010,6,19,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T10:00:00,7,275,8,219,11.7,7,298,7,2010,6,19,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T11:00:00,7,348,8,261,13.5,11,292,9.6,2010,6,19,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T12:00:00,7,420,8,333,16.1,9,287,13.1,2010,6,19,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T13:00:00,7,504,8,329,18.1,2,285,15.6,2010,6,19,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T14:00:00,7,544,8,320,19.9,0,281,17.8,2010,6,19,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T15:00:00,7,593,8,292,21.1,0,279,19.1,2010,6,19,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T16:00:00,7,612,8,266,21.1,0,278,19.2,2010,6,19,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T17:00:00,7,639,8,248,20.7,0,277,19,2010,6,19,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T18:00:00,7,609,8,275,19.4,0,277,17.9,2010,6,19,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T19:00:00,7,610,8,268,17.4,0,278,16,2010,6,19,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T20:00:00,7,574,8,308,15.8,2,279,14.4,2010,6,19,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T21:00:00,7,566,8,306,14.9,2,277,13.5,2010,6,19,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T22:00:00,7,574,8,314,13.6,4,277,12.4,2010,6,19,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-19T23:00:00,7,537,8,299,12.4,13,276,11.1,2010,6,19,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T00:00:00,7,552,8,291,12,14,275,10.6,2010,6,20,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T01:00:00,7,523,8,280,10.8,29,274,9.6,2010,6,20,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T02:00:00,7,493,8,281,10.1,40,273,8.8,2010,6,20,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T03:00:00,7,530,8,255,9.8,38,273,8.6,2010,6,20,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T04:00:00,7,529,8,230,9.4,42,271,8.2,2010,6,20,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T05:00:00,7,532,8,202,8.8,69,268,7.6,2010,6,20,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T06:00:00,7,437,8,238,8.3,109,269,7,2010,6,20,6
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T07:00:00,7,338,8,215,8.1,142,273,6.2,2010,6,20,7
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T08:00:00,7,264,8,206,9,67,285,5.3,2010,6,20,8
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T09:00:00,7,259,2,242,10.3,7,296,5.5,2010,6,20,9
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T10:00:00,7,265,8,224,11.6,11,299,6.9,2010,6,20,10
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T11:00:00,7,342,8,266,13.4,9,292,9.5,2010,6,20,11
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T12:00:00,7,419,8,332,16,7,289,12.9,2010,6,20,12
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T13:00:00,7,503,8,326,17.9,0,285,15.3,2010,6,20,13
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T14:00:00,7,533,8,327,19.7,0,282,17.5,2010,6,20,14
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T15:00:00,7,591,8,296,20.8,2,280,18.9,2010,6,20,15
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T16:00:00,7,610,8,269,20.9,0,278,19,2010,6,20,16
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T17:00:00,7,630,8,261,20.6,0,277,18.8,2010,6,20,17
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T18:00:00,7,597,8,282,19.3,0,277,17.8,2010,6,20,18
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T19:00:00,7,603,8,272,17.3,0,278,15.8,2010,6,20,19
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T20:00:00,7,567,8,312,15.6,2,279,14.2,2010,6,20,20
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T21:00:00,7,563,8,311,14.6,2,278,13.3,2010,6,20,21
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T22:00:00,7,577,8,307,13.5,4,277,12.3,2010,6,20,22
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-20T23:00:00,7,533,8,296,12.4,13,276,11.1,2010,6,20,23
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T00:00:00,7,544,8,287,12,17,275,10.6,2010,6,21,0
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T01:00:00,7,518,8,283,10.8,29,274,9.6,2010,6,21,1
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T02:00:00,7,494,8,279,10.1,40,273,8.8,2010,6,21,2
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T03:00:00,7,535,8,250,9.9,36,273,8.6,2010,6,21,3
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T04:00:00,7,527,8,229,9.5,40,270,8.2,2010,6,21,4
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T05:00:00,7,527,8,204,8.8,65,268,7.6,2010,6,21,5
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",06-21T06:00:00,7,436,8,248,8.3,102,269,7,2010,6,21,6
